ERR1144974_Illumina_HiSeq_2000_paired_end_sequencing
ERR1144975_Illumina_HiSeq_2000_paired_end_sequencing
ERR1144976_Illumina_HiSeq_2000_paired_end_sequencing
ERR1144977_Illumina_HiSeq_2000_paired_end_sequencing
ERR1144978_Illumina_HiSeq_2000_paired_end_sequencing
ERR1144979_Illumina_HiSeq_2000_paired_end_sequencing
ERR1144980_Illumina_HiSeq_2000_paired_end_sequencing
ERR1144981_Illumina_HiSeq_2000_paired_end_sequencing
ERR1144982_Illumina_HiSeq_2000_paired_end_sequencing
ERR1144983_Illumina_HiSeq_2000_paired_end_sequencing
ERR1144984_Illumina_HiSeq_2000_paired_end_sequencing
ERR1144985_Illumina_HiSeq_2000_paired_end_sequencing
ERR1144986_Illumina_HiSeq_2000_paired_end_sequencing
ERR1144987_Illumina_HiSeq_2000_paired_end_sequencing
ERR1144988_Illumina_HiSeq_2000_paired_end_sequencing
ERR1144989_Illumina_HiSeq_2000_paired_end_sequencing
ERR1144990_Illumina_HiSeq_2000_paired_end_sequencing
ERR1144991_Illumina_HiSeq_2000_paired_end_sequencing
ERR1144992_Illumina_HiSeq_2000_paired_end_sequencing
ERR1144993_Illumina_HiSeq_2000_paired_end_sequencing
ERR1144994_Illumina_HiSeq_2000_paired_end_sequencing
ERR1144995_Illumina_HiSeq_2000_paired_end_sequencing
